70,1,2,14,15,230,17584
71,1,2,18,8,229,50168
72,2,2,9,6,0,1608
73,1,1,6,0,278,52941
74,1,2,15,29,244,0
75,1,2,6,0,264,5746
76,1,1,8,0,232,0
77,1,2,13,0,244,26557
78,1,2,3,29,258,13311
79,1,2,2,0,0,51094
80,1,1,7,22,227,17268
81,1,2,3,15,230,25458
82,1,2,6,14,228,51222
83,1,2,2,15,251,5107
84,1,2,2,13,261,9262
85,5,2,6,29,0,17707
86,1,2,2,25,244,754
87,1,1,7,0,236,17198
88,1,1,2,0,236,21022
89,1,2,30,14,0,0
90,2,2,10,0,0,9146
91,1,2,15,6,229,3697
92,1,2,15,14,264,9351
93,2,2,3,8,255,2674
94,1,2,5,18,230,11938
95,2,2,7,0,253,24411
96,1,1,6,0,232,2805
97,1,2,8,18,227,50862
98,1,2,18,6,237,16805
99,2,2,7,23,242,9787
100,1,2,0,0,0,4301
101,1,2,18,8,272,50170
102,1,1,10,15,232,16420
103,1,1,9,22,268,1192
104,1,1,0,0,0,8535
105,1,2,3,29,236,17636
106,1,1,27,0,232,9339
107,1,1,0,0,232,9351
108,1,2,2,8,231,51225
109,1,1,7,5,0,25551
110,1,1,0,0,236,16510
111,1,2,8,14,227,54500
112,2,2,14,0,231,0
113,1,1,15,18,232,26571
114,2,2,6,15,251,2209
115,5,2,0,0,228,50410
116,1,2,6,8,256,25910
117,1,2,6,14,237,0
118,1,1,16,0,227,0
119,5,2,16,0,0,11157
120,5,2,6,0,0,9530
121,2,2,2,0,247,9530
122,1,1,7,5,233,3734
123,1,1,0,0,231,20340
124,1,1,7,0,232,19555
125,1,2,6,15,250,0
126,1,2,29,26,0,8948
127,1,2,6,0,227,1387
128,2,2,15,14,251,23973
129,2,1,7,0,227,15903
130,1,2,2,15,236,50021
131,1,2,15,0,231,24984
132,1,2,2,15,246,4405
133,1,2,6,15,253,0
134,2,1,8,0,234,22361
135,1,2,15,14,0,50071
136,2,1,6,0,270,9768
137,1,2,8,16,229,50112
138,2,2,6,29,236,17584
139,2,2,0,0,0,50152
140,2,2,7,14,257,50547
141,2,1,10,29,278,0
142,1,2,5,17,260,50786
143,2,2,0,0,0,9404
144,1,2,8,6,260,51708
145,1,1,4,0,0,15327
146,1,2,14,0,231,50621
147,5,2,16,0,0,9373
148,1,0,16,12,230,11140
149,1,2,6,0,229,0
150,1,1,7,5,232,50363
151,2,1,17,0,0,0
152,1,1,18,8,227,10232
153,1,1,14,0,0,55650
154,1,2,1,0,261,10769
155,2,1,10,22,229,19208
156,1,1,18,0,231,0
157,1,2,6,0,251,50034
158,1,2,2,15,259,2665
159,2,2,6,0,245,0
160,2,2,7,14,249,25364
161,5,2,6,0,0,0
162,2,2,6,25,230,9533
163,1,2,39,0,236,23777
164,1,2,15,1,237,50021
165,1,2,8,6,228,16382
166,2,2,8,9,227,50862
167,2,2,15,0,0,0
168,1,2,2,0,229,52108
169,1,1,3,0,267,51611
170,1,1,9,15,227,16079
171,1,2,10,0,236,50305
172,1,1,7,0,229,1594
173,1,2,0,0,234,3604
174,1,1,29,2,227,50152
175,1,1,10,0,231,56377
176,2,2,6,0,0,1421
177,1,2,6,18,230,50165
178,5,2,6,28,0,9349
179,1,1,27,5,232,666
180,1,2,6,15,236,24547
181,1,1,8,0,230,52295
182,1,2,8,18,230,51671
183,1,1,8,18,237,2191
184,2,1,10,29,236,0
185,1,2,2,15,249,2190
186,2,2,27,0,254,20340
187,1,2,16,0,233,0
188,1,2,6,0,236,24547
189,2,1,6,0,236,2753
190,2,2,16,17,254,11878
191,2,2,14,18,227,17584
192,2,1,16,0,0,17516
193,1,2,16,0,231,24516
194,1,2,6,0,257,9434
195,1,1,0,0,0,0
196,2,2,6,8,0,52637
197,1,1,39,0,0,10289
198,1,2,7,0,240,24532
199,1,1,7,24,232,16390
200,2,1,10,26,233,50547
201,1,1,8,1,230,16384
202,1,1,1,0,276,9752
203,1,1,0,0,227,9598
204,1,1,6,29,237,50344
205,1,1,7,29,232,52878
206,1,2,7,9,229,15903
207,1,2,27,15,244,2505
208,1,2,15,14,231,50866
209,1,2,15,14,249,16379
210,1,1,0,0,237,16251
211,1,2,0,0,0,50439
212,2,2,17,0,250,51816
213,1,1,10,0,236,779
214,5,2,6,18,234,50094
215,2,2,6,0,244,0
216,1,2,9,7,228,10937
217,1,2,6,0,278,5211
218,2,1,14,1,227,52222
219,2,2,30,0,0,50637
220,2,2,6,0,265,3739
221,2,2,17,16,0,16334
222,1,2,0,0,227,2868
223,1,2,18,14,231,50277
224,5,0,16,31,248,50293
225,1,1,2,13,235,50904
226,1,1,6,0,232,23848
227,1,1,18,0,230,17294
228,1,2,29,18,231,6658
229,2,2,6,26,0,0
230,2,2,10,30,255,16805
231,1,2,10,14,250,21912
232,1,2,16,0,253,0
233,1,1,7,15,232,50498
234,1,0,0,0,0,0
235,2,2,2,0,241,9343
236,1,2,14,15,227,16261
237,1,2,6,8,283,51241
238,1,1,0,0,232,51181
239,1,2,2,6,229,21007
240,1,2,29,7,233,8617
241,1,2,15,0,262,50114
242,1,1,6,0,285,9129
243,2,2,15,30,229,3599
244,1,1,0,0,233,20631
245,1,2,6,15,237,15586
246,1,2,14,15,237,0
247,1,1,18,0,235,0
248,1,1,8,0,230,9726
249,1,2,0,0,230,50258
250,5,2,2,0,0,16909
251,1,2,15,0,249,2813
252,1,1,10,0,237,6393
253,2,2,7,0,230,0
254,1,1,7,15,227,3080
255,2,2,10,15,280,0
256,1,1,4,30,230,2048
257,2,2,3,0,229,17636
258,2,2,2,22,260,0
259,5,2,33,0,278,50327
260,2,2,15,2,264,19208
261,1,2,24,25,233,23003
262,1,1,2,0,229,19660
263,1,2,2,6,244,18003
264,1,1,8,14,233,50168
265,1,1,6,15,237,24936
266,2,1,0,0,232,9787
267,5,2,10,0,230,11019
268,2,2,6,0,237,9385
269,2,2,3,22,236,4329
270,1,2,16,17,265,17918
271,1,1,6,15,237,17636
272,1,1,7,8,229,50112
273,2,2,1,30,0,25360
274,1,1,2,14,237,9331
275,1,1,10,0,232,22219
276,1,2,39,0,0,0
277,2,0,1,0,0,6101
278,1,1,0,0,227,50334
279,2,2,1,0,278,0
280,2,1,15,0,227,9886
281,1,2,2,0,241,4289
282,2,2,16,0,284,52564
283,1,1,25,0,235,0
284,5,2,31,6,278,14424
285,1,1,27,8,228,24154
286,1,1,15,0,237,1596
287,2,2,4,25,266,50010
288,1,2,6,0,243,18133
289,2,1,14,0,236,0
290,1,2,6,0,227,17968
291,1,2,6,15,248,16090
292,2,1,6,0,284,50547
293,1,2,5,0,231,4281
294,1,2,2,27,278,18003
295,1,2,6,0,227,9886
296,1,2,16,0,230,51427
297,1,1,2,29,237,25096
298,2,2,6,0,236,21993
299,2,2,5,0,243,9451
300,1,2,2,0,263,17156
301,1,1,29,7,0,1764
302,1,2,3,7,237,0
303,1,2,16,0,233,11296
304,1,2,8,7,264,9095
305,1,2,2,0,254,24694
306,2,1,0,0,0,0
307,2,1,0,0,229,50612
308,1,1,7,0,227,3240
309,1,1,7,24,237,23675
310,1,2,2,18,237,23756
311,1,2,6,34,228,25973
312,2,2,6,4,265,4151
313,5,1,2,0,0,22390
314,1,1,7,29,237,52625
315,1,2,6,15,237,17636
316,1,2,14,0,0,17263
317,2,2,6,18,227,0
318,2,1,7,29,0,3041
319,1,1,10,7,227,19323
320,1,1,9,7,232,17636
321,1,2,30,0,280,18367
322,1,1,2,15,227,1649
323,2,1,15,0,244,50533
324,1,0,6,0,235,16090
325,5,1,6,0,266,0
326,1,2,27,7,228,17053
327,1,1,15,0,268,50213
328,1,1,15,0,227,20735
329,1,2,16,0,288,16929
330,2,1,6,15,266,52117
331,1,1,10,29,227,9530
332,1,2,2,14,236,21990
333,2,2,6,0,245,4590
334,2,2,6,0,0,52564
335,1,2,6,0,228,25073
336,1,2,0,0,231,0
337,2,2,0,0,228,54879
338,1,2,6,15,251,9262
339,2,1,6,0,282,4686
340,1,1,8,18,237,50325
341,1,2,18,8,235,0
342,1,1,6,15,230,9070
343,1,2,7,6,280,50269
344,1,2,10,18,237,51241
345,2,1,6,0,229,17712
346,1,1,10,0,232,50921
347,1,1,4,0,228,0
348,2,1,7,0,0,2198
349,1,2,8,0,231,3899
350,5,2,6,0,247,2674
351,1,2,3,15,229,50108
352,1,2,18,8,240,24562
353,1,2,29,0,0,8820
354,1,0,1,0,269,19536
355,2,1,6,14,233,0
356,1,1,0,0,231,50213
357,2,2,18,0,234,7831
358,2,1,6,0,0,2753
359,1,2,1,0,237,51621
360,1,2,44,28,233,1456
361,1,2,9,0,231,236
362,1,2,9,17,229,51325
363,1,1,12,18,230,9404
364,1,2,18,6,230,51174
365,1,2,16,17,236,24520
366,2,1,7,25,0,0
367,1,1,9,0,229,10427
368,1,2,27,8,236,50349
369,1,2,1,16,237,1518
370,2,1,9,0,0,25829
371,2,2,6,0,278,22202
372,2,1,8,0,0,21781
373,1,1,10,25,271,20879
374,2,1,0,0,0,50547
375,2,2,16,0,236,745
376,1,2,4,11,233,12301
377,5,2,8,15,278,0
378,1,2,16,6,253,17584
379,1,2,3,15,228,50953
380,2,1,15,0,268,50221
381,1,1,18,0,232,50213
382,2,2,6,0,253,0
383,1,2,0,0,237,51337
384,1,2,18,18,234,50744
385,1,2,8,0,230,50052
386,1,1,0,0,232,9351
387,1,1,15,0,270,2868
388,2,2,6,0,227,25541
389,2,1,16,9,227,0
390,1,1,17,0,234,3899
391,6,1,39,0,229,25429
392,1,1,8,7,231,0
393,1,0,10,0,233,10932
394,1,1,29,19,232,23562
395,1,1,7,5,232,9321
396,1,1,7,10,230,23330
397,1,2,0,0,227,26149
398,1,2,8,6,234,8396
399,1,0,0,0,0,0
400,1,2,0,0,236,0
401,1,2,7,3,254,20712
402,1,1,8,0,230,50003
403,2,2,6,0,0,2113
404,1,2,6,17,234,0
405,2,2,7,0,241,50443
406,1,1,18,0,229,9129
407,1,1,9,7,230,19706
408,1,2,6,0,247,1936
409,1,1,24,6,232,50383
410,1,1,27,29,237,52941
411,1,2,6,17,265,21282
412,2,2,18,15,245,11114
413,1,2,2,0,283,0
414,1,2,7,9,234,56066
415,1,2,6,0,229,1741
416,1,2,16,0,0,695
417,1,1,15,14,269,4592
418,1,2,8,27,231,25536
419,2,2,9,0,265,20465
420,1,1,0,0,236,15903
421,1,1,7,9,227,2674
422,1,1,4,33,0,0
423,5,2,6,0,280,12029
424,1,1,2,0,237,17880
425,2,1,10,0,227,0
426,1,2,10,0,268,50152
427,2,2,7,15,0,0
428,1,1,7,8,0,6278
429,1,2,6,0,230,23105
430,1,1,0,0,227,10843
431,2,2,6,18,278,50415
432,1,2,6,18,230,51174
433,1,2,14,9,236,17137
434,1,2,6,0,227,0
435,1,2,4,0,254,2430
436,1,1,8,25,237,4392
437,2,1,9,7,232,2803
438,1,1,16,25,280,7694
439,1,1,27,8,276,6169
440,1,1,0,0,230,51533
441,1,2,8,18,230,6159
442,2,2,6,0,265,50095
443,2,1,2,0,276,9414
444,1,1,2,0,227,15996
445,1,2,2,0,0,0
446,1,1,7,0,229,51849
447,2,2,6,8,256,23332
448,2,2,27,0,261,17513
449,1,0,16,0,254,21613
450,1,2,6,18,233,23967
451,1,1,8,12,231,7008
452,1,2,5,2,236,3953
453,1,2,22,0,237,15903
454,2,1,15,6,229,1734
455,2,2,6,37,278,9763
456,1,2,7,5,288,4530
457,2,2,1,0,231,52069
458,5,1,18,0,266,53536
459,1,2,8,28,247,21596
460,2,2,6,0,248,4313
461,1,1,10,5,269,6968
462,1,1,7,29,0,2839
463,1,1,2,0,229,2674
464,2,1,6,18,269,9369
465,1,1,15,0,268,50138
466,5,0,5,0,0,16208
467,1,2,0,0,231,52403
468,1,2,0,0,229,50112
469,1,1,6,7,236,21168
470,1,2,2,24,243,3135
471,1,1,29,2,229,51579
472,1,1,7,0,231,2734
473,1,1,6,22,233,1355
474,2,2,6,0,246,17263
475,1,2,6,0,253,50151
476,1,2,2,0,229,50138
477,2,2,4,11,0,50865
478,2,2,7,29,236,50021
479,1,1,15,14,231,9077
480,1,2,16,15,227,50142
481,1,1,8,1,230,16384
482,5,1,16,0,280,26407
483,1,2,18,7,236,4269
484,1,1,2,8,229,52104
485,1,0,2,0,249,9369
486,1,1,39,0,0,0
487,1,2,0,0,235,23675
488,1,1,9,6,229,0
489,1,1,15,0,229,9313
490,2,2,6,0,229,745
491,1,1,6,15,230,21816
492,2,2,5,0,0,23604
493,4,1,1,4,229,21478
494,2,1,29,0,229,17239
495,2,2,15,14,251,1888
496,5,2,6,29,0,0
497,1,2,16,18,230,5221
498,1,1,0,0,0,0
499,1,2,0,0,0,4119
500,1,1,7,0,233,9321
501,2,2,15,6,252,3699
502,1,1,9,0,230,9140
503,2,1,10,29,227,50335
504,1,1,5,0,230,21627
505,2,2,15,0,227,17282
506,1,2,6,0,239,0
507,1,1,7,15,232,8138
508,1,1,10,0,232,4729
509,1,2,27,25,237,1492
510,1,2,10,29,237,16024
511,1,1,4,22,236,50547
512,1,1,18,26,230,21566
513,1,2,6,22,236,5845
514,2,1,9,0,276,16141
515,1,1,1,0,232,50429
516,1,1,6,21,229,21626
517,2,2,0,6,265,3161
518,1,2,6,0,229,50458
519,2,1,3,0,227,0
520,5,2,6,18,278,51384
521,1,1,1,0,232,2325
522,5,2,16,0,0,10685
523,1,2,0,0,236,52707
524,1,2,9,18,230,0
525,1,1,5,0,234,19075
526,1,1,2,0,227,9586
527,1,2,7,5,240,2420
528,1,2,10,17,233,0
529,2,1,15,14,227,17914
530,1,2,6,15,231,0
531,1,2,18,15,231,17907
532,1,1,16,0,235,783
533,1,0,8,28,234,20579
534,2,1,15,0,0,16090
535,5,2,2,0,278,16161
536,1,2,6,0,228,23613
537,5,2,6,8,278,14631
538,1,1,0,0,237,9881
539,1,2,18,15,236,50547
540,1,2,16,0,264,4585
541,1,1,7,10,236,0
542,5,1,11,0,0,16383
543,1,2,2,15,229,16530
544,2,1,10,7,0,10355
545,1,2,2,0,263,5812
546,1,2,7,21,231,11523
547,1,1,7,0,236,50207
548,2,2,6,0,262,17599
549,1,2,14,17,244,9313
550,2,2,18,0,245,4023
551,1,2,27,0,265,53231
552,5,2,2,0,260,24024
553,2,2,8,14,229,51590
554,1,2,6,0,233,51571
555,1,2,16,0,250,4570
556,2,2,6,0,247,2896
557,1,1,8,7,237,4093
558,2,2,10,0,0,6993
559,1,2,7,5,250,2989
560,2,1,8,17,236,51099
561,2,2,18,15,252,4786
562,1,2,6,43,229,51504
563,2,2,14,0,253,23548
564,1,2,6,0,256,2960
565,1,2,2,3,227,4690
566,2,2,6,0,258,9147
567,1,1,10,0,0,15996
568,1,2,8,18,286,4269
569,2,2,10,29,242,9588
570,1,2,29,2,233,0
571,1,2,2,0,266,0
572,2,1,6,0,229,1935
573,1,1,6,15,231,17430
574,1,1,9,0,230,3899
575,1,1,14,0,229,21242
576,1,1,5,0,231,34
577,1,2,10,29,264,0
578,1,2,8,0,227,0
579,2,1,3,14,0,2868
580,1,1,10,29,227,50065
581,1,2,6,0,233,8138
582,1,2,18,0,234,804
583,1,2,16,0,233,21997
584,2,2,2,25,260,0
585,1,2,17,23,228,9530
586,2,2,3,0,239,0
587,5,2,4,7,0,22994
588,2,1,1,0,232,0
589,1,2,15,18,245,4687
590,1,2,0,0,244,17584
591,1,2,6,0,234,21095
592,1,0,0,0,0,2322
593,1,1,7,0,227,0
594,1,1,6,0,236,24118
595,2,1,0,0,0,0
596,1,1,1,0,274,8832
597,1,2,6,0,231,21781
598,1,1,7,0,230,9484
599,2,2,6,0,247,9321
600,2,2,18,25,236,10182
601,5,1,7,29,232,4573
602,1,2,2,0,244,23728
603,2,1,6,0,231,11317
604,1,1,7,0,237,9530
605,1,1,16,15,236,50269
606,1,1,29,9,229,16067
607,1,1,30,0,230,3041
608,5,2,6,0,278,0
609,2,2,2,18,265,50112
610,1,2,6,0,231,61240
611,1,1,0,0,234,0
612,2,1,4,0,228,24005
613,2,2,6,0,257,1692
614,1,2,2,13,256,9387
615,1,2,6,0,237,0
616,2,1,8,0,236,0
617,1,1,6,0,0,16016
618,1,1,8,18,237,21252
619,1,1,7,1,234,0
620,2,2,15,17,251,25541
621,1,2,16,9,250,50112
622,5,2,16,31,0,23675
623,2,2,6,0,283,0
624,1,2,0,0,0,17636
625,1,1,15,7,237,20577
626,1,1,6,14,255,2753
627,1,2,10,9,228,24520
628,1,2,7,0,0,0
629,5,2,6,14,0,19711
630,1,1,7,29,237,2805
631,1,2,6,15,230,50256
632,1,1,0,0,0,3191
633,2,2,2,14,248,9533
634,2,1,28,0,232,50112
635,2,2,34,35,0,0
636,2,2,6,0,0,0
637,1,1,15,0,232,50188
638,1,1,0,0,230,17636
639,1,2,6,0,237,51459
640,2,2,6,0,231,0
641,1,2,2,0,237,51755
642,1,2,6,2,234,17636
643,1,2,1,15,236,17163
644,1,1,15,18,268,4696
645,2,1,7,24,232,9586
646,1,1,2,29,227,2561
647,1,2,17,0,265,50043
648,1,2,6,0,231,14474
649,1,2,27,2,263,18039
650,1,2,6,15,229,53267
651,1,2,2,0,246,16795
652,1,2,0,0,285,9415
653,1,2,15,9,0,0
654,1,2,29,0,229,9753
655,2,2,6,0,265,50026
656,1,1,6,0,232,0
657,5,2,15,0,278,1596
658,1,2,0,0,229,51185
659,5,1,32,7,0,819
660,1,1,3,29,278,18559
661,2,1,6,0,270,21816
662,1,1,18,8,227,3719
663,1,1,2,0,231,1384
664,1,1,8,25,237,18555
665,1,1,0,0,233,0
666,2,1,1,14,233,3769
667,1,1,5,22,236,11067
668,2,2,6,25,0,0
669,1,2,2,29,242,50074
670,1,2,7,0,229,25869
671,1,1,10,15,237,0
672,5,2,3,0,0,0
673,1,2,5,15,236,0
674,1,1,17,0,0,4281
675,1,2,15,0,279,23562
676,1,2,2,4,237,20577
677,1,1,6,0,234,2322
678,1,2,2,0,250,16791
679,1,2,18,14,237,50125
680,2,2,18,0,256,50100
681,2,2,15,0,251,2788
682,1,2,9,2,227,50303
683,1,1,10,0,229,26325
684,1,1,15,18,229,11220
685,2,1,25,0,235,7895
686,1,1,7,29,237,9283
687,1,1,28,7,230,0
688,2,2,6,0,257,10687
689,2,2,6,0,249,0
690,1,1,6,0,232,9404
691,1,2,3,0,230,9139
692,1,2,16,0,257,50361
693,1,1,6,29,272,5042
694,1,1,9,0,229,17238
695,1,1,6,14,270,23535
696,1,2,0,0,236,50892
697,2,1,2,0,233,16805
698,2,0,10,0,236,23968
699,1,2,5,7,235,0
700,1,1,6,8,290,51399
701,1,1,16,0,230,50038
702,2,1,3,0,236,21095
703,1,2,16,15,233,17203
704,2,2,6,0,0,50666
705,2,2,14,0,288,16805
706,1,1,10,29,229,50664
707,2,2,6,0,233,0
708,1,1,0,0,0,22264
709,1,2,6,15,251,10187
710,1,2,6,14,229,9554
711,1,2,6,8,0,23713
712,1,1,8,28,228,50126
713,1,1,15,0,237,0
714,1,2,6,0,231,8974
715,2,1,4,0,237,9419
716,1,2,0,0,0,3512
717,1,1,16,17,237,5127
718,1,2,16,0,229,0
719,1,2,18,14,231,11371
720,1,1,15,14,0,3118
721,1,1,7,0,229,16218
722,5,2,6,0,0,17584
723,2,1,6,0,0,15903
724,1,2,8,27,237,0
725,1,1,4,0,267,50544
726,1,2,4,11,229,9767
727,2,2,17,6,0,0
728,1,2,3,0,236,11260
729,1,1,0,0,230,53542
730,1,1,9,0,231,1389
731,1,2,18,17,265,11367
732,1,2,6,0,261,17759
733,2,2,2,0,252,20701
734,1,2,0,0,253,50020
735,1,2,2,29,0,3840
736,1,2,2,0,0,50018
737,2,2,0,0,0,2788
738,1,1,2,29,232,51465
739,1,1,10,5,235,50735
740,1,2,15,14,230,50694
741,2,2,6,20,231,0
742,2,2,6,18,230,0
743,1,2,18,0,230,4553
744,1,2,44,0,236,10408
745,1,1,29,26,227,0
746,1,1,9,15,232,17641
747,2,1,32,3,278,9830
748,1,1,8,0,235,22986
749,1,2,17,0,234,9392
750,1,2,2,22,261,24264
751,2,2,15,0,231,0
752,2,2,6,0,242,0
753,2,2,6,0,288,0
754,1,2,6,2,228,50035
755,1,1,14,0,0,4031
756,2,2,18,6,285,14403
757,1,1,6,0,231,6499
758,5,2,16,6,278,3385
759,1,2,9,0,242,1935
760,2,2,6,18,266,0
761,1,2,6,17,237,50071
762,1,1,7,29,270,50301
763,2,0,4,0,262,4639
764,1,2,18,14,230,0
765,2,2,6,0,0,0
766,2,1,16,0,227,25081
767,1,1,12,8,280,2405
768,2,2,39,0,275,0
769,1,2,6,0,251,26857
770,1,2,14,15,233,51919
771,1,2,2,0,228,54628
772,1,1,18,0,237,9212
773,1,1,2,36,230,19757
774,1,2,6,0,280,260
775,1,2,18,0,243,0
776,1,1,6,2,234,21747
777,1,2,2,6,229,50011
778,2,2,6,15,251,4345
779,1,2,6,0,258,50112
780,2,0,0,0,232,50111
781,1,2,6,15,236,50489
782,1,1,6,0,232,17154
783,1,2,10,0,252,4686
784,1,1,7,0,231,4296
785,2,2,6,0,0,4985
786,1,1,6,29,232,9673
787,1,2,6,14,245,2896
788,1,1,8,18,231,15939
789,5,2,6,0,258,16168
790,1,2,1,0,261,20738
791,1,1,29,2,237,56377
792,1,1,16,0,229,9443
793,1,2,8,0,260,16968
794,1,2,29,25,229,23712
795,1,1,0,0,230,17175
796,1,2,18,27,230,1581
797,1,2,0,0,231,9262
798,1,1,7,5,268,23394
799,1,2,2,0,235,50062
800,1,2,18,7,236,51153
801,1,2,0,0,230,50737
802,5,2,16,31,0,17377
803,1,1,8,9,230,50795
804,1,2,0,0,0,3953
805,1,2,6,0,233,5122
806,1,2,2,0,227,9757
807,2,1,14,10,0,9321
808,1,1,9,15,227,15903
809,2,2,6,0,231,0
810,1,2,0,0,229,50018
811,2,2,6,14,251,50112
812,1,2,8,16,235,3366
813,1,2,2,14,265,5928
814,1,1,2,29,236,51887
815,1,2,2,16,0,0
816,1,2,16,0,229,4057
817,1,2,2,18,228,17523
818,1,1,7,0,232,17156
819,1,2,5,18,230,4023
820,1,2,6,15,233,18063
821,1,1,6,0,278,9530
822,1,1,16,0,229,499
823,1,2,8,6,233,16507
824,1,2,0,0,227,0
825,1,2,16,0,284,16090
826,2,1,4,0,237,25214
827,1,2,6,2,229,11019
828,2,0,0,0,0,52761
829,1,1,9,22,227,1606
830,1,2,3,0,230,719
831,1,2,6,15,231,50538
832,1,2,5,7,230,9830
833,1,2,6,0,243,2180
834,1,1,0,0,229,9078
835,1,2,7,5,237,2977
836,1,2,15,0,236,23803
837,2,2,6,15,230,24942
838,1,2,6,0,272,0
839,1,1,12,4,231,25011
840,1,2,16,22,237,50875
841,1,1,16,0,285,21596
842,1,2,6,0,253,15431
843,1,1,6,29,230,19469
844,1,1,7,0,229,15903
845,1,2,3,29,244,2917
846,1,2,8,6,235,0
847,1,2,7,9,231,60225
848,1,1,0,0,0,5477
849,1,0,0,0,0,0
850,2,1,7,0,232,2734
851,2,1,7,24,270,9580
852,1,2,6,0,255,25904
853,1,1,7,24,232,11371
854,1,2,0,0,0,0
855,1,1,15,34,233,50489
856,5,2,6,0,255,21178
857,2,2,6,0,257,26812
858,1,2,3,0,230,52420
859,2,1,9,28,0,15903
860,1,2,15,14,0,701
861,1,2,16,0,255,50544
862,1,2,0,0,236,3556
863,2,2,18,0,280,0
864,1,1,6,0,228,17995
865,2,2,6,0,281,21980
866,2,2,7,24,255,9720
867,2,2,26,9,0,50018
868,1,2,5,6,230,26249
869,1,1,6,14,232,11878
870,2,1,9,0,268,2561
871,2,1,7,0,0,0
872,1,1,11,2,229,9224
873,1,1,0,0,237,22187
874,2,2,3,23,231,17934
875,2,1,7,0,0,0
876,1,1,5,25,267,1720
877,1,1,14,22,237,0
878,1,1,7,0,0,9673
879,1,1,10,0,237,16077
880,1,1,29,7,233,1278
881,1,2,10,29,230,9605
882,1,1,10,0,236,0
883,1,2,16,15,265,0
884,1,1,10,0,276,50473
885,1,2,6,18,231,9186
886,1,1,10,12,285,22258
887,1,2,2,25,0,20712
888,5,2,5,7,228,26673
889,1,1,0,0,0,17885
890,1,1,6,0,232,50012
891,1,2,6,0,230,3366
892,1,2,18,0,257,51887
893,1,1,2,0,227,22935
894,1,1,10,29,274,17352
895,1,2,2,15,288,4736
896,1,2,2,0,265,5976
897,1,1,6,25,230,7409
898,1,1,16,26,269,0
899,1,1,2,6,274,25825
900,1,2,30,0,281,0
901,1,2,6,0,245,51030
902,1,1,0,0,0,21802
903,1,1,2,0,268,21242
904,2,2,6,0,240,0
905,1,1,0,0,229,9564
906,1,1,0,0,232,58592
907,2,1,7,0,0,50084
908,5,2,6,0,283,26493
909,1,2,0,0,0,0
910,2,2,18,0,243,50112
911,1,2,5,14,244,58626
912,1,1,4,21,235,4053
913,1,1,0,0,270,50344
914,2,2,6,0,288,51816
915,1,2,16,0,237,2181
916,2,1,8,11,269,50042
917,1,1,2,18,227,21336
918,1,2,3,0,247,9787
919,1,1,10,0,233,51250
920,1,2,29,7,229,21556
921,1,1,29,41,237,4313
922,2,2,8,26,262,0
923,1,2,7,8,266,23168
924,5,2,6,0,0,0
925,1,1,29,0,237,52104
926,2,1,18,2,0,50611
927,1,1,14,7,227,0
928,1,1,6,0,0,0
929,1,1,26,25,231,17773
930,1,1,6,0,0,1596
931,1,0,5,37,0,5105
932,1,2,0,0,0,20823
933,1,1,2,14,229,50544
934,1,1,41,0,237,6101
935,5,1,6,0,278,16007
936,1,1,6,28,230,21730
937,1,2,3,0,237,50070
938,1,1,10,7,232,2824
939,1,1,6,0,278,2753
940,1,2,7,29,233,21785
941,2,2,2,9,240,2564
942,2,2,3,0,252,25825
